-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|0.655999|0.424|-1.512|0.7|-1.172|0.0519995|
-0.12|-0.044001|0.424|-0.212|0.7|0.00799992|0.0519995|
-0.12|-1.364|0.424|0.948|0.7|0.00799992|-1.308|
-0.12|-0.157|0.424|-0.033|0.7|0.035|-0.0120003|
-0.12|-0.157|0.424|-0.033|0.7|0.035|-0.0120003|
-0.12|-0.157|0.424|-0.033|0.7|0.035|-0.0120003|
-0.12|-0.157|0.424|-0.033|0.7|0.035|-0.0120003|
-0.12|-0.157|0.424|-0.033|0.7|0.035|-0.0120003|
-0.12|-0.157|0.424|-0.033|0.7|0.035|-0.0120003|
0.74|-1.417|-1.056|-1.233|1.1|-1.205|-0.0120003|
0.74|-1.417|-1.056|-1.233|1.1|-1.205|-0.0120003|
0.74|-1.417|-1.056|-1.233|1.1|-1.205|-0.0120003|
0.74|-1.697|-1.576|-1.513|1.38|-0.645|-1.332|
0.74|-1.697|-1.576|-1.513|1.38|-0.645|-1.332|
0.74|-1.697|-1.576|-1.513|1.38|-0.645|-1.332|
-0.12|-1.697|-1.556|-1.513|1.42|-1.545|-1.532|
-0.12|-1.697|-1.556|-1.513|1.42|-1.545|-1.532|
-0.12|-1.697|-1.556|-1.513|1.42|-1.545|-1.532|
